GEOID,NAME,population,state,county,tract
06001400100,Census Tract 4001; Alameda County; California,3132,06,001,400100
06041122000,Census Tract 1220; Marin County; California,1694,06,041,122000
06041123000,Census Tract 1230; Marin County; California,2354,06,041,123000
06041124100,Census Tract 1241; Marin County; California,5152,06,041,124100
06041124200,Census Tract 1242; Marin County; California,5573,06,041,124200
06041125000,Census Tract 1250; Marin County; California,4893,06,041,125000
06041126100,Census Tract 1261; Marin County; California,6171,06,041,126100
06041126200,Census Tract 1262; Marin County; California,4292,06,041,126200
06041127000,Census Tract 1270; Marin County; California,4573,06,041,127000
06041128100,Census Tract 1281; Marin County; California,7172,06,041,128100
06041128200,Census Tract 1282; Marin County; California,5174,06,041,128200
06041129000,Census Tract 1290; Marin County; California,2979,06,041,129000
06041130201,Census Tract 1302.01; Marin County; California,3367,06,041,130201
06041130203,Census Tract 1302.03; Marin County; California,2177,06,041,130203
06041130204,Census Tract 1302.04; Marin County; California,2396,06,041,130204
06041131100,Census Tract 1311; Marin County; California,1380,06,041,131100
06041132100,Census Tract 1321; Marin County; California,1627,06,041,132100
06041132200,Census Tract 1322; Marin County; California,1634,06,041,132200
06041133000,Census Tract 1330; Marin County; California,2817,06,041,133000
06041990100,Census Tract 9901; Marin County; California,0,06,041,990100
06043000101,Census Tract 1.01; Mariposa County; California,3122,06,043,000101
06043000102,Census Tract 1.02; Mariposa County; California,2553,06,043,000102
06043000200,Census Tract 2; Mariposa County; California,3020,06,043,000200
06043000301,Census Tract 3.01; Mariposa County; California,3619,06,043,000301
06043000302,Census Tract 3.02; Mariposa County; California,2113,06,043,000302
06043000400,Census Tract 4; Mariposa County; California,2655,06,043,000400
06045010100,Census Tract 101; Mendocino County; California,2347,06,045,010100
06045010200,Census Tract 102; Mendocino County; California,2891,06,045,010200
06045010300,Census Tract 103; Mendocino County; California,4474,06,045,010300
06045010400,Census Tract 104; Mendocino County; California,3042,06,045,010400
06045010500,Census Tract 105; Mendocino County; California,4331,06,045,010500
06045010601,Census Tract 106.01; Mendocino County; California,2995,06,045,010601
06045010602,Census Tract 106.02; Mendocino County; California,4691,06,045,010602
06045010700,Census Tract 107; Mendocino County; California,6775,06,045,010700
06045010801,Census Tract 108.01; Mendocino County; California,6041,06,045,010801
06045010802,Census Tract 108.02; Mendocino County; California,1593,06,045,010802
06045010900,Census Tract 109; Mendocino County; California,4766,06,045,010900
06045011001,Census Tract 110.01; Mendocino County; California,2006,06,045,011001
06045011003,Census Tract 110.03; Mendocino County; California,3379,06,045,011003
06045011004,Census Tract 110.04; Mendocino County; California,2199,06,045,011004
06045011102,Census Tract 111.02; Mendocino County; California,5715,06,045,011102
06045011200,Census Tract 112; Mendocino County; California,2670,06,045,011200
06045011300,Census Tract 113; Mendocino County; California,6539,06,045,011300
06045011400,Census Tract 114; Mendocino County; California,4692,06,045,011400
06045011501,Census Tract 115.01; Mendocino County; California,3567,06,045,011501
06045011502,Census Tract 115.02; Mendocino County; California,2856,06,045,011502
06045011600,Census Tract 116; Mendocino County; California,5869,06,045,011600
06045011700,Census Tract 117; Mendocino County; California,4654,06,045,011700
06045011800,Census Tract 118; Mendocino County; California,2152,06,045,011800
06045990100,Census Tract 9901; Mendocino County; California,0,06,045,990100
06047000201,Census Tract 2.01; Merced County; California,3273,06,047,000201
06047000202,Census Tract 2.02; Merced County; California,2140,06,047,000202
06047000204,Census Tract 2.04; Merced County; California,4971,06,047,000204
06047000205,Census Tract 2.05; Merced County; California,4860,06,047,000205
06047000301,Census Tract 3.01; Merced County; California,5848,06,047,000301
06047000303,Census Tract 3.03; Merced County; California,2285,06,047,000303
06047000305,Census Tract 3.05; Merced County; California,6611,06,047,000305
06047000306,Census Tract 3.06; Merced County; California,3306,06,047,000306
06047000401,Census Tract 4.01; Merced County; California,1823,06,047,000401
06047000403,Census Tract 4.03; Merced County; California,4192,06,047,000403
06047000404,Census Tract 4.04; Merced County; California,4480,06,047,000404
06047000503,Census Tract 5.03; Merced County; California,2489,06,047,000503
06047000504,Census Tract 5.04; Merced County; California,6433,06,047,000504
06047000505,Census Tract 5.05; Merced County; California,7551,06,047,000505
06047000601,Census Tract 6.01; Merced County; California,5779,06,047,000601
06047000602,Census Tract 6.02; Merced County; California,3920,06,047,000602
06047000603,Census Tract 6.03; Merced County; California,6175,06,047,000603
06047000701,Census Tract 7.01; Merced County; California,3379,06,047,000701
06047000702,Census Tract 7.02; Merced County; California,6487,06,047,000702
06047000801,Census Tract 8.01; Merced County; California,5955,06,047,000801
06047000802,Census Tract 8.02; Merced County; California,5417,06,047,000802
06047000901,Census Tract 9.01; Merced County; California,3482,06,047,000901
06047000903,Census Tract 9.03; Merced County; California,4329,06,047,000903
06047000904,Census Tract 9.04; Merced County; California,5511,06,047,000904
06047001003,Census Tract 10.03; Merced County; California,4855,06,047,001003
06047001004,Census Tract 10.04; Merced County; California,3807,06,047,001004
06047001005,Census Tract 10.05; Merced County; California,2297,06,047,001005
06047001006,Census Tract 10.06; Merced County; California,4742,06,047,001006
06047001007,Census Tract 10.07; Merced County; California,5575,06,047,001007
06047001008,Census Tract 10.08; Merced County; California,8044,06,047,001008
06047001101,Census Tract 11.01; Merced County; California,6240,06,047,001101
06047001200,Census Tract 12; Merced County; California,5464,06,047,001200
06047001301,Census Tract 13.01; Merced County; California,3524,06,047,001301
06047001302,Census Tract 13.02; Merced County; California,3121,06,047,001302
06047001401,Census Tract 14.01; Merced County; California,3686,06,047,001401
06047001402,Census Tract 14.02; Merced County; California,4622,06,047,001402
06047001501,Census Tract 15.01; Merced County; California,2815,06,047,001501
06047001502,Census Tract 15.02; Merced County; California,2363,06,047,001502
06047001503,Census Tract 15.03; Merced County; California,5488,06,047,001503
06047001601,Census Tract 16.01; Merced County; California,5067,06,047,001601
06047001603,Census Tract 16.03; Merced County; California,4152,06,047,001603
06047001604,Census Tract 16.04; Merced County; California,4425,06,047,001604
06047001700,Census Tract 17; Merced County; California,7387,06,047,001700
06047001801,Census Tract 18.01; Merced County; California,4674,06,047,001801
06047001901,Census Tract 19.01; Merced County; California,5213,06,047,001901
06047001902,Census Tract 19.02; Merced County; California,2148,06,047,001902
06047002001,Census Tract 20.01; Merced County; California,1061,06,047,002001
06047002002,Census Tract 20.02; Merced County; California,7262,06,047,002002
06047002100,Census Tract 21; Merced County; California,4059,06,047,002100
06047002201,Census Tract 22.01; Merced County; California,6491,06,047,002201
06047002203,Census Tract 22.03; Merced County; California,5273,06,047,002203
06047002204,Census Tract 22.04; Merced County; California,7070,06,047,002204
06047002301,Census Tract 23.01; Merced County; California,10253,06,047,002301
06047002303,Census Tract 23.03; Merced County; California,7132,06,047,002303
06047002304,Census Tract 23.04; Merced County; California,2813,06,047,002304
06047002305,Census Tract 23.05; Merced County; California,5833,06,047,002305
06047002306,Census Tract 23.06; Merced County; California,2951,06,047,002306
06047002401,Census Tract 24.01; Merced County; California,1644,06,047,002401
06047002403,Census Tract 24.03; Merced County; California,2554,06,047,002403
06047002404,Census Tract 24.04; Merced County; California,5116,06,047,002404
06047002500,Census Tract 25; Merced County; California,2470,06,047,002500
06047002601,Census Tract 26.01; Merced County; California,3125,06,047,002601
06047002602,Census Tract 26.02; Merced County; California,4689,06,047,002602
06049000100,Census Tract 1; Modoc County; California,3001,06,049,000100
06049000200,Census Tract 2; Modoc County; California,1617,06,049,000200
06049000300,Census Tract 3; Modoc County; California,2886,06,049,000300
06049000400,Census Tract 4; Modoc County; California,1096,06,049,000400
06051000101,Census Tract 1.01; Mono County; California,3532,06,051,000101
06051000102,Census Tract 1.02; Mono County; California,2402,06,051,000102
06051000201,Census Tract 2.01; Mono County; California,2976,06,051,000201
06051000202,Census Tract 2.02; Mono County; California,4238,06,051,000202
06053000101,Census Tract 1.01; Monterey County; California,2429,06,053,000101
06053000103,Census Tract 1.03; Monterey County; California,4245,06,053,000103
06053000104,Census Tract 1.04; Monterey County; California,3413,06,053,000104
06053000105,Census Tract 1.05; Monterey County; California,3069,06,053,000105
06053000106,Census Tract 1.06; Monterey County; California,5914,06,053,000106
06053000200,Census Tract 2; Monterey County; California,6932,06,053,000200
06053000300,Census Tract 3; Monterey County; California,4672,06,053,000300
06053000400,Census Tract 4; Monterey County; California,8202,06,053,000400
06053000501,Census Tract 5.01; Monterey County; California,5679,06,053,000501
06053000502,Census Tract 5.02; Monterey County; California,4828,06,053,000502
06053000600,Census Tract 6; Monterey County; California,7000,06,053,000600
06053000701,Census Tract 7.01; Monterey County; California,5396,06,053,000701
06053000702,Census Tract 7.02; Monterey County; California,6638,06,053,000702
06053000800,Census Tract 8; Monterey County; California,5624,06,053,000800
06053000900,Census Tract 9; Monterey County; California,5478,06,053,000900
06053001200,Census Tract 12; Monterey County; California,3313,06,053,001200
06053001300,Census Tract 13; Monterey County; California,3092,06,053,001300
06053001400,Census Tract 14; Monterey County; California,3078,06,053,001400
06053001500,Census Tract 15; Monterey County; California,6287,06,053,001500
06053001600,Census Tract 16; Monterey County; California,2747,06,053,001600
06053001700,Census Tract 17; Monterey County; California,4464,06,053,001700
06053001801,Census Tract 18.01; Monterey County; California,4759,06,053,001801
06053001802,Census Tract 18.02; Monterey County; California,5455,06,053,001802
06053010101,Census Tract 101.01; Monterey County; California,4053,06,053,010101
06053010102,Census Tract 101.02; Monterey County; California,2509,06,053,010102
06053010202,Census Tract 102.02; Monterey County; California,3930,06,053,010202
06053010305,Census Tract 103.05; Monterey County; California,5344,06,053,010305
06053010306,Census Tract 103.06; Monterey County; California,1390,06,053,010306
06053010400,Census Tract 104; Monterey County; California,6720,06,053,010400
06053010501,Census Tract 105.01; Monterey County; California,7608,06,053,010501
06053010504,Census Tract 105.04; Monterey County; California,5206,06,053,010504
06053010505,Census Tract 105.05; Monterey County; California,5716,06,053,010505
06053010506,Census Tract 105.06; Monterey County; California,5816,06,053,010506
06053010603,Census Tract 106.03; Monterey County; California,7450,06,053,010603
06053010604,Census Tract 106.04; Monterey County; California,5778,06,053,010604
06053010605,Census Tract 106.05; Monterey County; California,4341,06,053,010605
06053010606,Census Tract 106.06; Monterey County; California,7487,06,053,010606
06053010607,Census Tract 106.07; Monterey County; California,4144,06,053,010607
06053010608,Census Tract 106.08; Monterey County; California,3924,06,053,010608
06053010702,Census Tract 107.02; Monterey County; California,3520,06,053,010702
06053010804,Census Tract 108.04; Monterey County; California,5046,06,053,010804
06053010900,Census Tract 109; Monterey County; California,6568,06,053,010900
06053011001,Census Tract 110.01; Monterey County; California,3628,06,053,011001
06053011002,Census Tract 110.02; Monterey County; California,2501,06,053,011002
06053011101,Census Tract 111.01; Monterey County; California,730,06,053,011101
06053011103,Census Tract 111.03; Monterey County; California,4523,06,053,011103
06053011104,Census Tract 111.04; Monterey County; California,5725,06,053,011104
06053011105,Census Tract 111.05; Monterey County; California,7768,06,053,011105
06053011106,Census Tract 111.06; Monterey County; California,1876,06,053,011106
06053011202,Census Tract 112.02; Monterey County; California,8293,06,053,011202
06053011203,Census Tract 112.03; Monterey County; California,8393,06,053,011203
06053011204,Census Tract 112.04; Monterey County; California,4803,06,053,011204
06053011302,Census Tract 113.02; Monterey County; California,5283,06,053,011302
06053011303,Census Tract 113.03; Monterey County; California,3954,06,053,011303
06053011305,Census Tract 113.05; Monterey County; California,4553,06,053,011305
06053011306,Census Tract 113.06; Monterey County; California,3242,06,053,011306
06053011400,Census Tract 114; Monterey County; California,4951,06,053,011400
06053011502,Census Tract 115.02; Monterey County; California,1741,06,053,011502
06053011604,Census Tract 116.04; Monterey County; California,1777,06,053,011604
06053011605,Census Tract 116.05; Monterey County; California,3012,06,053,011605
06053011606,Census Tract 116.06; Monterey County; California,2568,06,053,011606
06053011700,Census Tract 117; Monterey County; California,3623,06,053,011700
06053011801,Census Tract 118.01; Monterey County; California,1409,06,053,011801
06053011802,Census Tract 118.02; Monterey County; California,1753,06,053,011802
06053011901,Census Tract 119.01; Monterey County; California,2080,06,053,011901
06053011902,Census Tract 119.02; Monterey County; California,1508,06,053,011902
06053012000,Census Tract 120; Monterey County; California,3417,06,053,012000
06053012100,Census Tract 121; Monterey County; California,2250,06,053,012100
06053012200,Census Tract 122; Monterey County; California,2692,06,053,012200
06053012302,Census Tract 123.02; Monterey County; California,2109,06,053,012302
06053012401,Census Tract 124.01; Monterey County; California,1654,06,053,012401
06053012402,Census Tract 124.02; Monterey County; California,2829,06,053,012402
06053012503,Census Tract 125.03; Monterey County; California,2576,06,053,012503
06053012504,Census Tract 125.04; Monterey County; California,2361,06,053,012504
06053012601,Census Tract 126.01; Monterey County; California,2945,06,053,012601
06053012700,Census Tract 127; Monterey County; California,3956,06,053,012700
06053012800,Census Tract 128; Monterey County; California,5077,06,053,012800
06053013000,Census Tract 130; Monterey County; California,3735,06,053,013000
06053013100,Census Tract 131; Monterey County; California,2151,06,053,013100
06053013200,Census Tract 132; Monterey County; California,3605,06,053,013200
06053013300,Census Tract 133; Monterey County; California,5751,06,053,013300
06053013400,Census Tract 134; Monterey County; California,1522,06,053,013400
06053013500,Census Tract 135; Monterey County; California,4475,06,053,013500
06053013600,Census Tract 136; Monterey County; California,4247,06,053,013600
06053013700,Census Tract 137; Monterey County; California,4788,06,053,013700
06053013800,Census Tract 138; Monterey County; California,4991,06,053,013800
06053013900,Census Tract 139; Monterey County; California,2258,06,053,013900
06053014000,Census Tract 140; Monterey County; California,2298,06,053,014000
06053014102,Census Tract 141.02; Monterey County; California,5192,06,053,014102
06053014104,Census Tract 141.04; Monterey County; California,2508,06,053,014104
06053014105,Census Tract 141.05; Monterey County; California,3764,06,053,014105
06053014108,Census Tract 141.08; Monterey County; California,5200,06,053,014108
06053014109,Census Tract 141.09; Monterey County; California,4698,06,053,014109
06053014110,Census Tract 141.10; Monterey County; California,6637,06,053,014110
06053014201,Census Tract 142.01; Monterey County; California,4886,06,053,014201
06053014202,Census Tract 142.02; Monterey County; California,3883,06,053,014202
06053014301,Census Tract 143.01; Monterey County; California,3311,06,053,014301
06053014302,Census Tract 143.02; Monterey County; California,4200,06,053,014302
06053014500,Census Tract 145; Monterey County; California,4732,06,053,014500
06053014601,Census Tract 146.01; Monterey County; California,5074,06,053,014601
06053014700,Census Tract 147; Monterey County; California,7052,06,053,014700
06053014800,Census Tract 148; Monterey County; California,5831,06,053,014800
06053980000,Census Tract 9800; Monterey County; California,0,06,053,980000
06053990000,Census Tract 9900; Monterey County; California,0,06,053,990000
06055200201,Census Tract 2002.01; Napa County; California,3565,06,055,200201
06055200202,Census Tract 2002.02; Napa County; California,2084,06,055,200202
06055200203,Census Tract 2002.03; Napa County; California,2003,06,055,200203
06055200301,Census Tract 2003.01; Napa County; California,6339,06,055,200301
06055200302,Census Tract 2003.02; Napa County; California,2602,06,055,200302
06055200400,Census Tract 2004; Napa County; California,3360,06,055,200400
06055200501,Census Tract 2005.01; Napa County; California,5441,06,055,200501
06055200503,Census Tract 2005.03; Napa County; California,1444,06,055,200503
06055200504,Census Tract 2005.04; Napa County; California,6617,06,055,200504
06055200505,Census Tract 2005.05; Napa County; California,2800,06,055,200505
06055200601,Census Tract 2006.01; Napa County; California,4554,06,055,200601
06055200602,Census Tract 2006.02; Napa County; California,4918,06,055,200602
06055200703,Census Tract 2007.03; Napa County; California,2987,06,055,200703
06055200704,Census Tract 2007.04; Napa County; California,4225,06,055,200704
06055200705,Census Tract 2007.05; Napa County; California,2822,06,055,200705
06055200706,Census Tract 2007.06; Napa County; California,2955,06,055,200706
06055200707,Census Tract 2007.07; Napa County; California,3223,06,055,200707
06055200802,Census Tract 2008.02; Napa County; California,6071,06,055,200802
06055200803,Census Tract 2008.03; Napa County; California,2193,06,055,200803
06055200804,Census Tract 2008.04; Napa County; California,5633,06,055,200804
06055200900,Census Tract 2009; Napa County; California,216,06,055,200900
06055201003,Census Tract 2010.03; Napa County; California,5182,06,055,201003
06055201004,Census Tract 2010.04; Napa County; California,6899,06,055,201004
06055201005,Census Tract 2010.05; Napa County; California,2650,06,055,201005
06055201006,Census Tract 2010.06; Napa County; California,3444,06,055,201006
06055201007,Census Tract 2010.07; Napa County; California,4039,06,055,201007
06055201101,Census Tract 2011.01; Napa County; California,1958,06,055,201101
06055201102,Census Tract 2011.02; Napa County; California,1838,06,055,201102
06055201200,Census Tract 2012; Napa County; California,4566,06,055,201200
06055201300,Census Tract 2013; Napa County; California,3348,06,055,201300
06055201401,Census Tract 2014.01; Napa County; California,2534,06,055,201401
06055201402,Census Tract 2014.02; Napa County; California,2555,06,055,201402
06055201403,Census Tract 2014.03; Napa County; California,565,06,055,201403
06055201500,Census Tract 2015; Napa County; California,1470,06,055,201500
06055201601,Census Tract 2016.01; Napa County; California,2276,06,055,201601
06055201602,Census Tract 2016.02; Napa County; California,3042,06,055,201602
06055201700,Census Tract 2017; Napa County; California,4540,06,055,201700
06055201800,Census Tract 2018; Napa County; California,1343,06,055,201800
06055201900,Census Tract 2019; Napa County; California,1457,06,055,201900
06055202000,Census Tract 2020; Napa County; California,5111,06,055,202000
06057000102,Census Tract 1.02; Nevada County; California,7089,06,057,000102
06057000104,Census Tract 1.04; Nevada County; California,3368,06,057,000104
06057000105,Census Tract 1.05; Nevada County; California,2746,06,057,000105
06057000106,Census Tract 1.06; Nevada County; California,1989,06,057,000106
06057000107,Census Tract 1.07; Nevada County; California,6478,06,057,000107
06057000200,Census Tract 2; Nevada County; California,2588,06,057,000200
06057000300,Census Tract 3; Nevada County; California,2857,06,057,000300
06057000401,Census Tract 4.01; Nevada County; California,5406,06,057,000401
06057000403,Census Tract 4.03; Nevada County; California,2286,06,057,000403
06057000404,Census Tract 4.04; Nevada County; California,4389,06,057,000404
06057000502,Census Tract 5.02; Nevada County; California,4588,06,057,000502
06057000503,Census Tract 5.03; Nevada County; California,1643,06,057,000503
06057000504,Census Tract 5.04; Nevada County; California,4953,06,057,000504
06057000601,Census Tract 6.01; Nevada County; California,2739,06,057,000601
06057000602,Census Tract 6.02; Nevada County; California,4681,06,057,000602
06057000701,Census Tract 7.01; Nevada County; California,7981,06,057,000701
06057000702,Census Tract 7.02; Nevada County; California,4062,06,057,000702
06057000801,Census Tract 8.01; Nevada County; California,5203,06,057,000801
06057000802,Census Tract 8.02; Nevada County; California,6317,06,057,000802
06057000900,Census Tract 9; Nevada County; California,3902,06,057,000900
06057001205,Census Tract 12.05; Nevada County; California,4920,06,057,001205
06057001207,Census Tract 12.07; Nevada County; California,5664,06,057,001207
06057001208,Census Tract 12.08; Nevada County; California,1942,06,057,001208
06057001209,Census Tract 12.09; Nevada County; California,1752,06,057,001209
06057001210,Census Tract 12.10; Nevada County; California,1820,06,057,001210
06057001211,Census Tract 12.11; Nevada County; California,1118,06,057,001211
06059001101,Census Tract 11.01; Orange County; California,4599,06,059,001101
06059001102,Census Tract 11.02; Orange County; California,3331,06,059,001102
06059001103,Census Tract 11.03; Orange County; California,4737,06,059,001103
06059001201,Census Tract 12.01; Orange County; California,5287,06,059,001201
06059001202,Census Tract 12.02; Orange County; California,3589,06,059,001202
06059001301,Census Tract 13.01; Orange County; California,6908,06,059,001301
06059001303,Census Tract 13.03; Orange County; California,6225,06,059,001303
06059001304,Census Tract 13.04; Orange County; California,3227,06,059,001304
06059001401,Census Tract 14.01; Orange County; California,5350,06,059,001401
06059001402,Census Tract 14.02; Orange County; California,4845,06,059,001402
06059001403,Census Tract 14.03; Orange County; California,3718,06,059,001403
06059001404,Census Tract 14.04; Orange County; California,3648,06,059,001404
06059001501,Census Tract 15.01; Orange County; California,6259,06,059,001501
06059001503,Census Tract 15.03; Orange County; California,5024,06,059,001503
06059001504,Census Tract 15.04; Orange County; California,4890,06,059,001504
06059001505,Census Tract 15.05; Orange County; California,7042,06,059,001505
06059001506,Census Tract 15.06; Orange County; California,4119,06,059,001506
06059001507,Census Tract 15.07; Orange County; California,5896,06,059,001507
06059001602,Census Tract 16.02; Orange County; California,4949,06,059,001602
06059001603,Census Tract 16.03; Orange County; California,4064,06,059,001603
06059001604,Census Tract 16.04; Orange County; California,4399,06,059,001604
06059001704,Census Tract 17.04; Orange County; California,7965,06,059,001704
06059001705,Census Tract 17.05; Orange County; California,4394,06,059,001705
06059001706,Census Tract 17.06; Orange County; California,3832,06,059,001706
06059001708,Census Tract 17.08; Orange County; California,3867,06,059,001708
06059001709,Census Tract 17.09; Orange County; California,2603,06,059,001709
06059001710,Census Tract 17.10; Orange County; California,4610,06,059,001710
06059001801,Census Tract 18.01; Orange County; California,5783,06,059,001801
06059001802,Census Tract 18.02; Orange County; California,7817,06,059,001802
06059001901,Census Tract 19.01; Orange County; California,2801,06,059,001901
06059001902,Census Tract 19.02; Orange County; California,3129,06,059,001902
06059001903,Census Tract 19.03; Orange County; California,3171,06,059,001903
06059011000,Census Tract 110; Orange County; California,6132,06,059,011000
06059011101,Census Tract 111.01; Orange County; California,4173,06,059,011101
06059011102,Census Tract 111.02; Orange County; California,4461,06,059,011102
06059011200,Census Tract 112; Orange County; California,5031,06,059,011200
06059011300,Census Tract 113; Orange County; California,5667,06,059,011300
06059011401,Census Tract 114.01; Orange County; California,2063,06,059,011401
06059011402,Census Tract 114.02; Orange County; California,3075,06,059,011402
06059011403,Census Tract 114.03; Orange County; California,5974,06,059,011403
06059011502,Census Tract 115.02; Orange County; California,4776,06,059,011502
06059011503,Census Tract 115.03; Orange County; California,1786,06,059,011503
06059011504,Census Tract 115.04; Orange County; California,5317,06,059,011504
06059011601,Census Tract 116.01; Orange County; California,7537,06,059,011601
06059011602,Census Tract 116.02; Orange County; California,5590,06,059,011602
06059011707,Census Tract 117.07; Orange County; California,6529,06,059,011707
06059011708,Census Tract 117.08; Orange County; California,5299,06,059,011708
06059011709,Census Tract 117.09; Orange County; California,4172,06,059,011709
06059011710,Census Tract 117.10; Orange County; California,4047,06,059,011710
06059011711,Census Tract 117.11; Orange County; California,5988,06,059,011711
06059011712,Census Tract 117.12; Orange County; California,4896,06,059,011712
06059011714,Census Tract 117.14; Orange County; California,941,06,059,011714
06059011715,Census Tract 117.15; Orange County; California,6818,06,059,011715
06059011716,Census Tract 117.16; Orange County; California,5395,06,059,011716
06059011717,Census Tract 117.17; Orange County; California,2802,06,059,011717
06059011718,Census Tract 117.18; Orange County; California,3091,06,059,011718
06059011720,Census Tract 117.20; Orange County; California,5645,06,059,011720
06059011721,Census Tract 117.21; Orange County; California,5170,06,059,011721
06059011722,Census Tract 117.22; Orange County; California,2672,06,059,011722
06059021802,Census Tract 218.02; Orange County; California,8939,06,059,021802
06059021807,Census Tract 218.07; Orange County; California,4283,06,059,021807
06059021809,Census Tract 218.09; Orange County; California,3117,06,059,021809
06059021810,Census Tract 218.10; Orange County; California,3773,06,059,021810
06059021812,Census Tract 218.12; Orange County; California,5832,06,059,021812
06059021813,Census Tract 218.13; Orange County; California,42,06,059,021813
06059021814,Census Tract 218.14; Orange County; California,8058,06,059,021814
06059021816,Census Tract 218.16; Orange County; California,5514,06,059,021816
06059021817,Census Tract 218.17; Orange County; California,3145,06,059,021817
06059021820,Census Tract 218.20; Orange County; California,4853,06,059,021820
06059021821,Census Tract 218.21; Orange County; California,7652,06,059,021821
06059021822,Census Tract 218.22; Orange County; California,9475,06,059,021822
06059021823,Census Tract 218.23; Orange County; California,3924,06,059,021823
06059021824,Census Tract 218.24; Orange County; California,2449,06,059,021824
06059021825,Census Tract 218.25; Orange County; California,3185,06,059,021825
06059021826,Census Tract 218.26; Orange County; California,2732,06,059,021826
06059021827,Census Tract 218.27; Orange County; California,3048,06,059,021827
06059021828,Census Tract 218.28; Orange County; California,4125,06,059,021828
06059021829,Census Tract 218.29; Orange County; California,4386,06,059,021829
06059021830,Census Tract 218.30; Orange County; California,5699,06,059,021830
06059021831,Census Tract 218.31; Orange County; California,5654,06,059,021831
06059021832,Census Tract 218.32; Orange County; California,6741,06,059,021832
06059021903,Census Tract 219.03; Orange County; California,4592,06,059,021903
06059021905,Census Tract 219.05; Orange County; California,5632,06,059,021905
06059021912,Census Tract 219.12; Orange County; California,4780,06,059,021912
06059021913,Census Tract 219.13; Orange County; California,7990,06,059,021913
06059021914,Census Tract 219.14; Orange County; California,3889,06,059,021914
06059021915,Census Tract 219.15; Orange County; California,3586,06,059,021915
06059021916,Census Tract 219.16; Orange County; California,3804,06,059,021916
06059021917,Census Tract 219.17; Orange County; California,3044,06,059,021917
06059021918,Census Tract 219.18; Orange County; California,4881,06,059,021918
06059021919,Census Tract 219.19; Orange County; California,3150,06,059,021919
06059021920,Census Tract 219.20; Orange County; California,7003,06,059,021920
06059021921,Census Tract 219.21; Orange County; California,4618,06,059,021921
06059021922,Census Tract 219.22; Orange County; California,5413,06,059,021922
06059021923,Census Tract 219.23; Orange County; California,7018,06,059,021923
06059021924,Census Tract 219.24; Orange County; California,4502,06,059,021924
06059032002,Census Tract 320.02; Orange County; California,5592,06,059,032002
06059032003,Census Tract 320.03; Orange County; California,4770,06,059,032003
06059032011,Census Tract 320.11; Orange County; California,1759,06,059,032011
06059032012,Census Tract 320.12; Orange County; California,3238,06,059,032012
06059032013,Census Tract 320.13; Orange County; California,4575,06,059,032013
06059032014,Census Tract 320.14; Orange County; California,5648,06,059,032014
06059032015,Census Tract 320.15; Orange County; California,6827,06,059,032015
06059032020,Census Tract 320.20; Orange County; California,6181,06,059,032020
06059032022,Census Tract 320.22; Orange County; California,6775,06,059,032022
06059032027,Census Tract 320.27; Orange County; California,6001,06,059,032027
06059032028,Census Tract 320.28; Orange County; California,4230,06,059,032028
06059032029,Census Tract 320.29; Orange County; California,4109,06,059,032029
06059032030,Census Tract 320.30; Orange County; California,3447,06,059,032030
06059032031,Census Tract 320.31; Orange County; California,3265,06,059,032031
06059032032,Census Tract 320.32; Orange County; California,2732,06,059,032032
06059032033,Census Tract 320.33; Orange County; California,3995,06,059,032033
06059032034,Census Tract 320.34; Orange County; California,5180,06,059,032034
06059032035,Census Tract 320.35; Orange County; California,2221,06,059,032035
06059032036,Census Tract 320.36; Orange County; California,3221,06,059,032036
06059032037,Census Tract 320.37; Orange County; California,5737,06,059,032037
06059032038,Census Tract 320.38; Orange County; California,6550,06,059,032038
06059032039,Census Tract 320.39; Orange County; California,6262,06,059,032039
06059032040,Census Tract 320.40; Orange County; California,2371,06,059,032040
06059032041,Census Tract 320.41; Orange County; California,1003,06,059,032041
06059032042,Census Tract 320.42; Orange County; California,6074,06,059,032042
06059032043,Census Tract 320.43; Orange County; California,3109,06,059,032043
06059032044,Census Tract 320.44; Orange County; California,5854,06,059,032044
06059032045,Census Tract 320.45; Orange County; California,3306,06,059,032045
06059032046,Census Tract 320.46; Orange County; California,6030,06,059,032046
06059032047,Census Tract 320.47; Orange County; California,4613,06,059,032047
06059032048,Census Tract 320.48; Orange County; California,4924,06,059,032048
06059032049,Census Tract 320.49; Orange County; California,10469,06,059,032049
06059032050,Census Tract 320.50; Orange County; California,4629,06,059,032050
06059032051,Census Tract 320.51; Orange County; California,4258,06,059,032051
06059032053,Census Tract 320.53; Orange County; California,8654,06,059,032053
06059032054,Census Tract 320.54; Orange County; California,5239,06,059,032054
06059032055,Census Tract 320.55; Orange County; California,3453,06,059,032055
06059032057,Census Tract 320.57; Orange County; California,7172,06,059,032057
06059032058,Census Tract 320.58; Orange County; California,6776,06,059,032058
06059032059,Census Tract 320.59; Orange County; California,8955,06,059,032059
06059032061,Census Tract 320.61; Orange County; California,5945,06,059,032061
06059032062,Census Tract 320.62; Orange County; California,4502,06,059,032062
06059032063,Census Tract 320.63; Orange County; California,7205,06,059,032063
06059032064,Census Tract 320.64; Orange County; California,2712,06,059,032064
06059032065,Census Tract 320.65; Orange County; California,5372,06,059,032065
06059032066,Census Tract 320.66; Orange County; California,9328,06,059,032066
06059042106,Census Tract 421.06; Orange County; California,2074,06,059,042106
